Age,Gender,Location,Income Level,Financial Literacy,FinTech Product,Usage Frequency,Preferred Service Channel,Adoption Reason,Competitor,Transaction Fees (NGN),Loan Interest Rate (%),Subscription Fee (NGN),Digital Currency Usage,AI Financial Tool Usage,FinTech Satisfaction
27,Male,Kano,Low,Intermediate,Blockchain Services,Daily,Agent Banking,Speed,Carbon,2.94,6.02,2000,No,Yes,8
52,Male,Lagos,Low,Novice,Digital Payments,Daily,Web Platform,Convenience,Kuda,1.36,12.81,0,No,No,4
42,Male,Enugu,Low,Novice,Mobile Banking App,Monthly,USSD,Convenience,FairMoney,0.57,4.75,0,No,No,4
20,Female,Lagos,Middle,Novice,Mobile Banking App,Weekly,Agent Banking,Convenience,Opay,2.11,15.17,1000,Yes,No,3
64,Female,Lagos,Middle,Intermediate,Investment Platforms,Rarely,Agent Banking,Low Fees,FairMoney,2.11,6.22,2000,No,No,9
55,Male,Port Harcourt,Low,Expert,Micro-Lending,Daily,Web Platform,Convenience,Opay,3.81,18.43,500,No,No,2
34,Male,Port Harcourt,Low,Intermediate,Mobile Banking App,Weekly,USSD,Speed,PalmPay,4.64,18.25,2000,Yes,No,3
29,Male,Ibadan,Low,Novice,Mobile Banking App,Rarely,Agent Banking,Convenience,PalmPay,2.17,7.64,0,No,No,3
41,Female,Lagos,Low,Novice,Digital Payments,Daily,USSD,Speed,PalmPay,3.6,3.96,1000,No,No,3
46,Male,Kaduna,Low,Novice,Digital Payments,Weekly,USSD,Speed,Opay,3.36,13.2,2000,No,No,4
60,Female,Kaduna,Middle,Novice,Digital Payments,Monthly,Agent Banking,Speed,FairMoney,2.4,10.35,0,Yes,No,5
42,Female,Lagos,Middle,Intermediate,Investment Platforms,Weekly,Mobile App,Convenience,PalmPay,0.8,5.01,500,No,No,6
53,Female,Port Harcourt,High,Novice,Mobile Banking App,Weekly,Web Platform,Convenience,Opay,2.63,11.8,1000,No,No,5
43,Female,Port Harcourt,High,Novice,Digital Payments,Weekly,Agent Banking,Security,Carbon,2.09,19.87,0,Yes,No,9
55,Male,Ibadan,Middle,Intermediate,Digital Payments,Monthly,USSD,Convenience,FairMoney,2.98,3.71,500,No,No,7
18,Female,Ibadan,Middle,Intermediate,Blockchain Services,Weekly,Web Platform,Convenience,FairMoney,1.06,7.12,2000,No,No,7
37,Female,Abuja,High,Intermediate,Blockchain Services,Daily,Agent Banking,Convenience,FairMoney,3.76,11.93,500,No,No,7
45,Male,Kano,Low,Expert,Digital Payments,Rarely,Web Platform,Low Fees,Kuda,4.04,16.38,500,Yes,No,7
33,Female,Lagos,Low,Intermediate,Investment Platforms,Weekly,Web Platform,Convenience,PalmPay,2.25,2.83,500,Yes,No,2
64,Female,Kaduna,Low,Intermediate,Micro-Lending,Weekly,USSD,Low Fees,Opay,1.29,15.32,1000,Yes,No,8
34,Female,Lagos,Middle,Intermediate,Blockchain Services,Monthly,Mobile App,Speed,Carbon,3.31,4.95,0,No,No,1
57,Male,Ibadan,Middle,Novice,Blockchain Services,Weekly,Mobile App,Speed,Paga,4.8,17.04,0,Yes,Yes,6
45,Female,Ibadan,Low,Novice,Mobile Banking App,Daily,Web Platform,Speed,Carbon,3.65,14.61,500,No,No,3
29,Female,Abuja,Middle,Expert,Mobile Banking App,Weekly,USSD,Speed,Kuda,1.06,10.49,2000,Yes,No,6
44,Male,Kano,Middle,Expert,Digital Payments,Monthly,USSD,Low Fees,Carbon,2.29,16.88,2000,No,No,6
59,Male,Abuja,Low,Intermediate,Mobile Banking App,Weekly,Agent Banking,Low Fees,PalmPay,4.62,15.33,0,No,No,8
64,Female,Kaduna,Low,Intermediate,Mobile Banking App,Rarely,Web Platform,Speed,PalmPay,3.35,15.79,2000,No,No,4
47,Female,Kano,Low,Novice,Micro-Lending,Daily,Agent Banking,Convenience,Paga,1.16,7.58,500,No,No,3
58,Male,Enugu,Low,Intermediate,Investment Platforms,Daily,USSD,Speed,FairMoney,3.76,13.34,0,No,Yes,2
51,Female,Lagos,High,Expert,Digital Payments,Weekly,Web Platform,Speed,Opay,2.09,4.97,0,No,No,6
54,Male,Abuja,High,Expert,Micro-Lending,Weekly,Mobile App,Low Fees,Carbon,2.7,16.87,2000,No,No,3
23,Female,Ibadan,High,Novice,Digital Payments,Daily,Mobile App,Speed,Paga,2.37,11.72,0,No,No,4
24,Male,Abuja,Middle,Novice,Investment Platforms,Monthly,Agent Banking,Low Fees,PalmPay,3.77,16.94,1000,No,Yes,9
49,Female,Enugu,Middle,Novice,Digital Payments,Daily,Web Platform,Security,FairMoney,1.48,6.2,500,Yes,No,7
49,Male,Abuja,Middle,Novice,Mobile Banking App,Daily,USSD,Low Fees,Opay,2.25,4.78,1000,Yes,No,1
42,Male,Lagos,Middle,Novice,Investment Platforms,Rarely,Agent Banking,Speed,Opay,3.85,14.56,0,No,No,4
50,Male,Enugu,Middle,Intermediate,Micro-Lending,Weekly,Mobile App,Convenience,Kuda,3.67,3.52,2000,No,No,8
24,Male,Ibadan,Middle,Novice,Micro-Lending,Rarely,USSD,Low Fees,FairMoney,1.41,6.77,1000,No,Yes,4
29,Male,Ibadan,Low,Intermediate,Blockchain Services,Daily,Web Platform,Low Fees,PalmPay,2.08,18.4,1000,Yes,No,1
33,Female,Port Harcourt,Middle,Intermediate,Micro-Lending,Daily,Mobile App,Low Fees,Opay,0.56,4.82,1000,Yes,No,2
33,Female,Enugu,Low,Expert,Blockchain Services,Monthly,USSD,Speed,Kuda,2.89,9.07,2000,No,No,5
60,Male,Port Harcourt,Middle,Expert,Mobile Banking App,Monthly,Mobile App,Speed,Kuda,1.76,19.05,2000,Yes,No,6
53,Female,Port Harcourt,Middle,Intermediate,Micro-Lending,Weekly,Web Platform,Low Fees,PalmPay,0.55,2.85,0,No,No,1
30,Female,Lagos,Low,Intermediate,Investment Platforms,Daily,Agent Banking,Convenience,Opay,2.41,10.29,2000,No,No,5
24,Female,Abuja,High,Novice,Blockchain Services,Weekly,USSD,Speed,FairMoney,4.67,16.26,1000,Yes,No,8
53,Female,Ibadan,Low,Expert,Micro-Lending,Daily,USSD,Convenience,Opay,4.66,18.41,0,No,No,8
64,Female,Ibadan,Low,Novice,Mobile Banking App,Monthly,Web Platform,Security,Carbon,2.17,15.37,2000,No,No,2
26,Female,Abuja,Low,Expert,Investment Platforms,Daily,Mobile App,Convenience,Opay,2.52,18.05,500,Yes,No,9
49,Male,Ibadan,High,Novice,Investment Platforms,Monthly,Mobile App,Speed,Kuda,1.59,3.1,2000,No,No,2
28,Female,Abuja,Middle,Novice,Mobile Banking App,Weekly,Mobile App,Low Fees,Paga,0.81,4.25,2000,No,No,4
25,Female,Enugu,Middle,Novice,Micro-Lending,Weekly,USSD,Security,PalmPay,3.62,15.41,0,Yes,No,4
50,Female,Lagos,High,Intermediate,Digital Payments,Monthly,USSD,Convenience,Paga,4.1,15.68,0,No,Yes,4
40,Male,Lagos,Low,Novice,Micro-Lending,Daily,Mobile App,Low Fees,Opay,4.46,13.09,0,No,No,7
42,Female,Kaduna,Low,Intermediate,Blockchain Services,Monthly,USSD,Security,FairMoney,4.71,15.28,500,No,Yes,8
25,Female,Lagos,Low,Expert,Blockchain Services,Daily,Agent Banking,Convenience,FairMoney,4.62,17.52,500,No,No,8
62,Female,Abuja,Middle,Novice,Micro-Lending,Weekly,Web Platform,Low Fees,Kuda,0.62,12.05,2000,Yes,Yes,4
39,Male,Kaduna,Middle,Intermediate,Blockchain Services,Weekly,Web Platform,Security,Paga,4.9,19.08,2000,No,Yes,4
21,Female,Abuja,Low,Novice,Digital Payments,Monthly,USSD,Speed,PalmPay,2.21,14.65,0,Yes,No,6
57,Male,Kano,Low,Intermediate,Digital Payments,Daily,Agent Banking,Convenience,Carbon,4.49,10.76,0,No,No,9
20,Female,Kaduna,Low,Intermediate,Investment Platforms,Weekly,Agent Banking,Convenience,Paga,2.48,9.88,500,Yes,No,5
46,Male,Ibadan,Middle,Novice,Blockchain Services,Weekly,Mobile App,Security,FairMoney,2.4,15.63,500,No,No,2
58,Male,Ibadan,Low,Expert,Micro-Lending,Weekly,Web Platform,Convenience,Carbon,0.55,13.53,0,No,No,9
46,Male,Kano,Low,Intermediate,Investment Platforms,Daily,Web Platform,Low Fees,FairMoney,0.74,16.81,2000,Yes,No,9
51,Female,Kano,Low,Expert,Digital Payments,Weekly,Web Platform,Convenience,Opay,3.52,16.17,500,Yes,No,1
51,Male,Lagos,Middle,Intermediate,Investment Platforms,Daily,USSD,Convenience,Opay,4.72,11.67,0,No,No,9
45,Male,Kano,Middle,Expert,Mobile Banking App,Weekly,Agent Banking,Low Fees,PalmPay,1.51,19.05,0,No,Yes,7
30,Male,Abuja,Middle,Novice,Blockchain Services,Monthly,Mobile App,Low Fees,Carbon,0.92,14.82,0,No,No,1
32,Male,Port Harcourt,Middle,Novice,Micro-Lending,Monthly,USSD,Speed,Carbon,1.46,6.01,500,No,Yes,2
40,Female,Abuja,Middle,Novice,Digital Payments,Weekly,Mobile App,Low Fees,PalmPay,1.46,13.32,2000,No,No,2
61,Female,Kaduna,High,Expert,Investment Platforms,Weekly,USSD,Convenience,FairMoney,1.82,6.03,500,No,No,8
43,Female,Kano,Low,Novice,Micro-Lending,Daily,Web Platform,Security,Paga,0.93,12.28,2000,No,Yes,1
21,Female,Ibadan,Middle,Expert,Blockchain Services,Weekly,Mobile App,Convenience,PalmPay,1.56,16.32,500,No,No,3
43,Male,Abuja,Middle,Novice,Micro-Lending,Rarely,Agent Banking,Speed,Opay,4.65,16.72,0,No,No,1
57,Female,Ibadan,Low,Novice,Blockchain Services,Weekly,Agent Banking,Security,Carbon,4.51,13.89,0,No,No,5
26,Male,Abuja,Middle,Novice,Blockchain Services,Weekly,USSD,Speed,Kuda,1.92,16.21,1000,No,No,4
22,Female,Ibadan,Low,Intermediate,Blockchain Services,Monthly,Web Platform,Convenience,FairMoney,4.99,10.76,0,No,No,3
49,Female,Enugu,Low,Expert,Investment Platforms,Weekly,USSD,Low Fees,Kuda,1.84,12.14,2000,No,Yes,8
37,Female,Abuja,Low,Novice,Blockchain Services,Weekly,Mobile App,Security,Opay,3.75,17.89,0,Yes,No,7
28,Male,Kaduna,Low,Intermediate,Micro-Lending,Daily,Agent Banking,Convenience,Carbon,3.4,11.13,1000,No,No,4
32,Female,Ibadan,Middle,Novice,Mobile Banking App,Weekly,Agent Banking,Security,Carbon,0.79,8.64,0,No,No,1
49,Female,Port Harcourt,Middle,Intermediate,Micro-Lending,Daily,Agent Banking,Speed,PalmPay,2.04,16.45,0,No,No,7
45,Female,Kaduna,Middle,Novice,Investment Platforms,Weekly,Agent Banking,Convenience,Paga,4.78,3.38,500,No,No,3
39,Male,Lagos,Middle,Novice,Blockchain Services,Weekly,Mobile App,Security,PalmPay,0.73,19.27,2000,No,No,5
58,Female,Abuja,Low,Intermediate,Mobile Banking App,Monthly,Agent Banking,Convenience,Kuda,1.29,8.45,1000,Yes,No,8
34,Female,Port Harcourt,Middle,Intermediate,Investment Platforms,Daily,USSD,Convenience,Carbon,4.87,13.52,500,Yes,No,9
43,Male,Lagos,High,Novice,Digital Payments,Weekly,Agent Banking,Speed,Paga,0.68,14.5,1000,No,No,7
61,Male,Abuja,Low,Novice,Digital Payments,Weekly,Mobile App,Speed,PalmPay,2.51,4.9,0,No,No,6
24,Female,Port Harcourt,Middle,Intermediate,Digital Payments,Daily,Web Platform,Speed,Paga,4.63,16.9,1000,No,No,5
59,Female,Port Harcourt,Middle,Expert,Mobile Banking App,Weekly,Web Platform,Low Fees,FairMoney,4.75,12.51,500,No,No,5
43,Female,Kaduna,Middle,Expert,Micro-Lending,Daily,Agent Banking,Security,FairMoney,4.91,8.24,0,Yes,No,4
42,Male,Enugu,Low,Expert,Mobile Banking App,Daily,Web Platform,Speed,Kuda,2.67,17.39,500,No,No,7
27,Male,Port Harcourt,Low,Expert,Mobile Banking App,Daily,Mobile App,Low Fees,Paga,0.89,13.44,2000,Yes,Yes,1
62,Male,Enugu,Middle,Novice,Mobile Banking App,Weekly,Agent Banking,Low Fees,FairMoney,3.98,16.25,2000,No,No,3
36,Female,Kano,High,Novice,Digital Payments,Rarely,Mobile App,Security,Carbon,3.69,19.87,2000,No,No,6
28,Male,Kaduna,Low,Novice,Micro-Lending,Daily,Web Platform,Security,FairMoney,3.11,4.78,1000,No,No,1
30,Female,Ibadan,High,Novice,Mobile Banking App,Monthly,Web Platform,Speed,Paga,4.5,15.62,2000,No,No,7
25,Male,Kaduna,Low,Intermediate,Micro-Lending,Weekly,Agent Banking,Low Fees,Paga,4.6,15.76,1000,No,Yes,2
57,Male,Lagos,Low,Expert,Blockchain Services,Weekly,Web Platform,Security,PalmPay,3.57,17.81,1000,Yes,No,7
21,Male,Ibadan,Middle,Novice,Mobile Banking App,Weekly,Agent Banking,Security,Paga,1,9.64,500,Yes,No,4
64,Female,Ibadan,Middle,Intermediate,Mobile Banking App,Rarely,Agent Banking,Security,Paga,0.93,17.72,0,No,No,9
48,Female,Enugu,Low,Intermediate,Mobile Banking App,Monthly,USSD,Security,Kuda,2.34,13.7,0,No,No,5
45,Female,Ibadan,Low,Intermediate,Blockchain Services,Rarely,USSD,Low Fees,Paga,1.82,3.7,500,No,No,1
28,Female,Port Harcourt,High,Novice,Blockchain Services,Monthly,USSD,Convenience,PalmPay,1.1,3.05,2000,No,Yes,4
60,Male,Enugu,High,Intermediate,Digital Payments,Daily,Mobile App,Security,PalmPay,3.25,10.93,500,No,No,4
18,Female,Ibadan,Low,Novice,Investment Platforms,Rarely,Web Platform,Low Fees,Carbon,3.58,16.25,500,Yes,Yes,4
64,Male,Enugu,Low,Expert,Micro-Lending,Rarely,Web Platform,Security,FairMoney,3.64,9.22,0,No,Yes,3
55,Female,Kano,Middle,Expert,Investment Platforms,Daily,USSD,Low Fees,Kuda,1.29,17.41,1000,No,No,3
41,Female,Enugu,Middle,Novice,Mobile Banking App,Rarely,Agent Banking,Speed,Opay,1.88,11.11,500,No,No,5
64,Male,Abuja,Low,Novice,Mobile Banking App,Weekly,Agent Banking,Convenience,Carbon,1.4,2.96,500,No,No,5
48,Male,Port Harcourt,High,Intermediate,Digital Payments,Rarely,Agent Banking,Low Fees,Paga,3.21,19.54,1000,No,No,2
58,Female,Lagos,Low,Novice,Investment Platforms,Rarely,Agent Banking,Low Fees,FairMoney,3.05,11.07,0,No,No,9
63,Female,Abuja,Middle,Novice,Mobile Banking App,Monthly,Mobile App,Low Fees,Kuda,2.76,13.88,2000,No,No,3
43,Male,Abuja,Middle,Expert,Investment Platforms,Monthly,Web Platform,Security,Carbon,1.83,5.99,500,No,Yes,4
22,Male,Abuja,Middle,Novice,Digital Payments,Daily,USSD,Speed,PalmPay,1.57,7.7,2000,No,No,2
37,Male,Ibadan,Low,Novice,Investment Platforms,Daily,Mobile App,Security,Kuda,4.51,10.97,2000,No,No,8
58,Male,Enugu,Middle,Intermediate,Micro-Lending,Daily,Web Platform,Speed,Kuda,0.72,17.48,500,No,No,7
28,Male,Enugu,High,Novice,Digital Payments,Daily,Mobile App,Convenience,Paga,3.45,4.28,2000,No,No,3
50,Female,Kaduna,Middle,Novice,Investment Platforms,Weekly,Agent Banking,Security,Kuda,0.59,16.16,500,No,No,5
55,Female,Ibadan,Middle,Intermediate,Mobile Banking App,Weekly,Mobile App,Low Fees,FairMoney,1.37,12.64,1000,No,No,1
44,Female,Port Harcourt,Low,Novice,Blockchain Services,Weekly,Mobile App,Convenience,FairMoney,1.8,11.24,1000,Yes,No,6
51,Female,Ibadan,High,Intermediate,Blockchain Services,Monthly,Agent Banking,Security,Kuda,4.49,17.84,1000,No,No,6
32,Male,Ibadan,High,Expert,Digital Payments,Monthly,Agent Banking,Speed,Opay,1.12,4.57,1000,No,No,5
49,Male,Ibadan,Middle,Expert,Blockchain Services,Weekly,USSD,Security,Paga,4.72,19.84,0,No,No,9
38,Male,Port Harcourt,Middle,Novice,Micro-Lending,Weekly,USSD,Security,Kuda,4.17,17.46,1000,No,No,4
63,Female,Kaduna,High,Novice,Digital Payments,Daily,Web Platform,Low Fees,Kuda,3.56,8.2,500,No,No,2
22,Male,Port Harcourt,Low,Intermediate,Mobile Banking App,Daily,USSD,Low Fees,Opay,2.35,10.4,500,No,No,7
23,Male,Kano,Middle,Intermediate,Mobile Banking App,Weekly,USSD,Convenience,Opay,4.57,2.94,500,No,No,5
55,Female,Kaduna,Middle,Expert,Digital Payments,Monthly,Web Platform,Low Fees,PalmPay,2.88,11.73,2000,No,No,7
39,Female,Kano,Middle,Intermediate,Blockchain Services,Weekly,Mobile App,Security,Paga,2.17,12.09,500,No,No,7
35,Female,Kano,High,Novice,Blockchain Services,Monthly,Mobile App,Security,Opay,3.14,18.72,0,No,No,7
31,Male,Kano,Middle,Novice,Mobile Banking App,Weekly,Mobile App,Speed,Kuda,1.55,9.29,0,No,No,3
27,Male,Enugu,Low,Expert,Micro-Lending,Daily,Agent Banking,Security,Opay,1.73,12.49,0,No,No,5
63,Female,Abuja,Low,Expert,Blockchain Services,Monthly,Web Platform,Convenience,Carbon,4.64,15.46,0,No,No,1
30,Female,Abuja,Low,Novice,Micro-Lending,Daily,Mobile App,Convenience,PalmPay,4.07,13.15,0,No,No,6
48,Male,Kano,Middle,Intermediate,Blockchain Services,Weekly,USSD,Low Fees,PalmPay,2.81,5.23,0,Yes,Yes,4
47,Female,Kano,Low,Novice,Digital Payments,Monthly,USSD,Speed,FairMoney,2.37,5.51,1000,No,No,2
20,Male,Lagos,Low,Novice,Investment Platforms,Daily,USSD,Security,Paga,4.13,4.92,0,No,No,3
47,Female,Abuja,Middle,Novice,Mobile Banking App,Weekly,Web Platform,Low Fees,PalmPay,3.07,6.31,2000,No,No,3
23,Female,Lagos,High,Expert,Digital Payments,Weekly,Web Platform,Security,Paga,2.37,8.25,0,No,No,1
46,Female,Kaduna,High,Intermediate,Blockchain Services,Monthly,USSD,Convenience,Carbon,2.82,15.44,500,No,No,7
25,Male,Lagos,High,Expert,Mobile Banking App,Daily,Agent Banking,Convenience,FairMoney,1.55,3.57,500,No,No,3
61,Male,Ibadan,Middle,Expert,Investment Platforms,Monthly,Agent Banking,Speed,Kuda,1.41,16.86,2000,No,No,7
62,Female,Enugu,Low,Novice,Investment Platforms,Daily,Mobile App,Security,Carbon,4.95,7.09,0,No,Yes,9
60,Male,Kaduna,High,Intermediate,Blockchain Services,Weekly,Mobile App,Security,Paga,4.86,13.23,1000,Yes,No,6
61,Female,Port Harcourt,Low,Expert,Mobile Banking App,Weekly,Mobile App,Convenience,Paga,2.39,12.17,1000,No,No,8
50,Female,Abuja,Middle,Intermediate,Blockchain Services,Daily,Mobile App,Speed,Paga,2.82,5.2,1000,No,No,1
34,Male,Kano,Middle,Intermediate,Investment Platforms,Weekly,Mobile App,Low Fees,Kuda,4.22,7.53,1000,No,No,8
28,Male,Kaduna,High,Novice,Digital Payments,Daily,Web Platform,Speed,FairMoney,3.77,7.68,0,Yes,No,8
30,Male,Kano,Middle,Intermediate,Digital Payments,Weekly,Web Platform,Low Fees,FairMoney,0.95,13.42,2000,No,No,3
28,Male,Port Harcourt,Low,Novice,Micro-Lending,Daily,Agent Banking,Low Fees,Paga,2.19,16.3,1000,No,No,6
48,Female,Kaduna,Middle,Novice,Investment Platforms,Monthly,Agent Banking,Convenience,Carbon,1.63,19.94,0,No,No,6
45,Male,Abuja,Low,Novice,Investment Platforms,Daily,Web Platform,Low Fees,FairMoney,4.97,4.18,0,No,No,7
61,Male,Kaduna,High,Novice,Blockchain Services,Monthly,Agent Banking,Security,Kuda,3.87,18.93,0,No,No,3
23,Female,Kano,Middle,Novice,Micro-Lending,Monthly,USSD,Convenience,Carbon,0.71,12.33,0,No,No,1
58,Female,Kano,Middle,Novice,Micro-Lending,Weekly,Agent Banking,Speed,Kuda,4.55,8.74,0,Yes,No,9
33,Female,Ibadan,High,Novice,Mobile Banking App,Weekly,USSD,Speed,Paga,4.68,7.48,500,No,No,6
21,Female,Lagos,Middle,Novice,Blockchain Services,Weekly,USSD,Low Fees,FairMoney,2,6.16,0,No,No,5
52,Male,Kaduna,Low,Novice,Digital Payments,Rarely,Mobile App,Security,Kuda,3.39,12.25,0,No,No,2
43,Male,Kano,Low,Intermediate,Mobile Banking App,Weekly,Agent Banking,Speed,Opay,3.57,19.06,0,No,No,4
29,Female,Enugu,Middle,Intermediate,Micro-Lending,Rarely,USSD,Low Fees,Carbon,3.78,5.69,500,No,No,5
28,Female,Abuja,High,Intermediate,Digital Payments,Weekly,Agent Banking,Speed,Opay,3.62,10.13,500,No,No,4
54,Male,Enugu,Middle,Expert,Investment Platforms,Monthly,Agent Banking,Security,Opay,3.02,6.07,2000,No,No,4
42,Male,Port Harcourt,High,Novice,Blockchain Services,Weekly,Web Platform,Low Fees,Paga,4.79,5.57,2000,Yes,No,6
35,Male,Kaduna,Low,Novice,Micro-Lending,Monthly,Web Platform,Security,Paga,2.81,17.67,0,No,Yes,4
36,Male,Ibadan,Low,Novice,Investment Platforms,Daily,Mobile App,Low Fees,Opay,1,7.08,1000,Yes,No,9
40,Male,Abuja,Low,Expert,Micro-Lending,Weekly,Agent Banking,Security,Kuda,0.86,6.84,0,No,No,2
55,Female,Ibadan,Middle,Intermediate,Digital Payments,Weekly,Web Platform,Speed,Paga,0.58,18.42,2000,No,No,5
35,Female,Lagos,Low,Novice,Mobile Banking App,Weekly,USSD,Speed,Carbon,2.43,9.26,1000,No,No,3
43,Female,Kano,Low,Novice,Digital Payments,Weekly,USSD,Security,Opay,1.73,2.65,1000,No,No,8
23,Female,Abuja,Middle,Intermediate,Blockchain Services,Weekly,Mobile App,Speed,Carbon,4.53,15.12,2000,No,No,3
21,Male,Port Harcourt,Middle,Novice,Blockchain Services,Daily,USSD,Speed,FairMoney,4.4,11.55,0,Yes,No,8
61,Female,Kaduna,Middle,Intermediate,Micro-Lending,Weekly,Agent Banking,Low Fees,Carbon,4.27,16.05,2000,No,No,8
46,Male,Lagos,Middle,Expert,Digital Payments,Weekly,USSD,Security,Carbon,4.4,12.48,1000,No,No,2
51,Male,Lagos,Middle,Intermediate,Mobile Banking App,Weekly,Mobile App,Low Fees,Opay,1.84,8.65,500,No,No,7
34,Male,Ibadan,Middle,Expert,Blockchain Services,Monthly,Mobile App,Speed,PalmPay,2.42,3.66,0,No,No,6
60,Male,Lagos,High,Novice,Mobile Banking App,Daily,USSD,Speed,FairMoney,1.9,17.65,2000,No,No,1
60,Male,Abuja,Low,Intermediate,Investment Platforms,Daily,Agent Banking,Convenience,Paga,0.89,6.12,2000,No,No,2
33,Male,Ibadan,Low,Expert,Micro-Lending,Weekly,Web Platform,Security,Carbon,4.66,19.5,2000,No,No,4
19,Male,Lagos,Low,Intermediate,Mobile Banking App,Monthly,Agent Banking,Security,Opay,3.27,6.8,500,No,No,2
51,Female,Kaduna,Low,Intermediate,Micro-Lending,Weekly,Agent Banking,Low Fees,PalmPay,1.1,16.97,500,No,No,5
25,Male,Port Harcourt,High,Intermediate,Investment Platforms,Monthly,Agent Banking,Security,Opay,1.43,16.3,0,No,No,3
30,Female,Kaduna,Low,Expert,Mobile Banking App,Weekly,USSD,Low Fees,Paga,2.53,10.6,0,No,No,6
59,Female,Enugu,High,Novice,Mobile Banking App,Monthly,Web Platform,Speed,Opay,0.73,9.53,0,No,No,9
25,Male,Abuja,Low,Novice,Investment Platforms,Weekly,Agent Banking,Convenience,Kuda,1.72,14.81,2000,No,No,7
47,Male,Port Harcourt,High,Novice,Digital Payments,Monthly,Web Platform,Speed,FairMoney,3.67,11.75,500,No,No,5
49,Female,Port Harcourt,Middle,Expert,Mobile Banking App,Weekly,Mobile App,Low Fees,Kuda,4.64,13.56,0,No,No,1
53,Female,Ibadan,Middle,Expert,Mobile Banking App,Weekly,Web Platform,Low Fees,Carbon,4.68,10.73,500,No,No,1
64,Female,Kano,Middle,Novice,Blockchain Services,Daily,USSD,Convenience,Opay,2.84,12.25,1000,No,No,1
47,Female,Ibadan,Low,Novice,Digital Payments,Rarely,Mobile App,Speed,Opay,1.9,5.81,0,Yes,No,3
18,Male,Abuja,Middle,Expert,Mobile Banking App,Monthly,Mobile App,Security,Carbon,4.64,3.47,500,Yes,No,7
60,Male,Abuja,Low,Novice,Investment Platforms,Monthly,Agent Banking,Convenience,Carbon,4.04,8.73,0,No,No,9
56,Male,Ibadan,Middle,Novice,Micro-Lending,Daily,Web Platform,Security,FairMoney,3.14,10.65,500,Yes,No,6
34,Female,Kano,Middle,Novice,Investment Platforms,Daily,Mobile App,Speed,PalmPay,4.26,18.36,500,No,No,7
37,Male,Kaduna,Low,Novice,Digital Payments,Weekly,Mobile App,Convenience,Opay,2.56,9.74,2000,Yes,No,3
41,Female,Ibadan,High,Intermediate,Blockchain Services,Weekly,Web Platform,Speed,Paga,1,10.09,1000,No,No,8
39,Male,Abuja,Low,Novice,Blockchain Services,Monthly,Web Platform,Speed,Paga,4.72,14.31,0,No,No,6
46,Female,Kano,Middle,Intermediate,Blockchain Services,Weekly,Mobile App,Security,Paga,2.9,6.12,500,No,Yes,3
39,Male,Abuja,High,Expert,Investment Platforms,Daily,Mobile App,Security,Carbon,3.63,17.75,0,No,No,2
61,Male,Kano,Middle,Novice,Micro-Lending,Weekly,Web Platform,Security,Carbon,2.27,9.98,500,No,No,9
26,Female,Kano,Middle,Novice,Micro-Lending,Monthly,USSD,Speed,Carbon,1.11,18.79,1000,No,No,7
54,Female,Ibadan,Middle,Expert,Mobile Banking App,Weekly,Web Platform,Low Fees,Paga,1.72,7.25,500,Yes,No,9
27,Female,Ibadan,High,Intermediate,Micro-Lending,Rarely,USSD,Speed,PalmPay,0.7,10.65,500,No,No,4
53,Female,Ibadan,Low,Novice,Micro-Lending,Daily,Mobile App,Low Fees,FairMoney,0.89,16.12,0,No,No,4
54,Female,Kano,Middle,Novice,Mobile Banking App,Monthly,Agent Banking,Convenience,Kuda,1.42,12.23,1000,No,No,6
45,Male,Kano,Middle,Novice,Investment Platforms,Weekly,Web Platform,Security,Opay,3.02,14.07,500,No,No,2
45,Female,Abuja,Low,Intermediate,Investment Platforms,Daily,Mobile App,Security,Kuda,4.97,7.41,0,Yes,No,1
59,Male,Port Harcourt,Low,Novice,Digital Payments,Monthly,Mobile App,Speed,Opay,4.3,8.25,500,No,No,3
60,Male,Ibadan,Low,Novice,Investment Platforms,Weekly,Agent Banking,Low Fees,Carbon,0.89,11.38,0,Yes,No,5
38,Male,Enugu,Middle,Novice,Blockchain Services,Weekly,Web Platform,Convenience,Paga,4.29,6.04,1000,No,No,2
41,Male,Abuja,High,Expert,Blockchain Services,Weekly,Mobile App,Speed,Kuda,2.91,4.71,2000,No,No,9
59,Male,Abuja,Middle,Novice,Digital Payments,Daily,USSD,Convenience,Carbon,3.47,17.27,1000,No,No,1
57,Female,Lagos,Middle,Intermediate,Micro-Lending,Monthly,Agent Banking,Low Fees,Opay,1.08,16.06,0,Yes,No,3
19,Female,Ibadan,Low,Novice,Digital Payments,Weekly,USSD,Security,FairMoney,2.28,18.81,1000,No,No,5
25,Male,Kaduna,Low,Novice,Mobile Banking App,Monthly,Web Platform,Security,FairMoney,4.48,12.76,0,No,No,1
44,Male,Abuja,Low,Intermediate,Digital Payments,Weekly,USSD,Low Fees,Kuda,2.41,9.85,0,No,No,4
39,Female,Lagos,Middle,Intermediate,Digital Payments,Daily,Agent Banking,Security,Kuda,1.07,4.3,1000,Yes,Yes,1
54,Female,Enugu,Low,Intermediate,Blockchain Services,Weekly,Mobile App,Speed,Kuda,1.9,17.38,2000,Yes,No,7
44,Male,Enugu,Middle,Intermediate,Mobile Banking App,Rarely,Agent Banking,Low Fees,Kuda,1.5,10.48,1000,No,No,1
